Name,Type,Hours,Accessible,Lat,Long
DianWard,hairdresser,,,55.9324629,-3.2285421
Urban Angel,hairdresser,,,55.9390795,-3.1822006
Eskbank Trading,convenience,,,55.8886399,-3.0823143
Back to Balance,herbalist,,,55.9568045,-3.1712090
Cameron's Antiques,antiques,,,55.9564319,-3.1718507
ETC Locks,locksmith,,,55.9564558,-3.1718121
Escape,hairdresser,,,55.9566100,-3.1715854
Janatha Food Store,convenience,,,55.9567587,-3.1712895
John McMenamin Ltd,trade,,,55.9568399,-3.1710797
Joiner,trade,,,55.9564785,-3.1717724
Property Repair,trade,,,55.9569124,-3.1708410
Salon 328,hairdresser,,,55.9567206,-3.1713938
The Flower Pot,florist,,,55.9565668,-3.1716535
Top Nails,beauty,,,55.9567098,-3.1714192
A Bathgate Joiners,trade,,,55.9571353,-3.1710943
Abbeyglass Window Repairs,glaziery,,,55.9570890,-3.1700716
Abbeyhill Garage,car_repair,,,55.9569554,-3.1685331
Abbeyhill Saleroom,electronics,,,55.9571721,-3.1684878
Absolute Indigo,massage,,,55.9572110,-3.1707903
Amber Arts,art,,,55.9571219,-3.1697916
Armchair Theatre Video Services,video,,,55.9571824,-3.1687531
Asylum Tattoo Parlour,tattoo,,,55.9571520,-3.1679707
Field and Stream Ltd. Antiques,antiques,,,55.9573200,-3.1700773
Flowers by Maxwell,florist,,,55.9570817,-3.1701520
Gent's Haircut,hairdresser,,,55.9571482,-3.1678728
Health for Life,massage,,,55.9570118,-3.1705282
Houseproud Upholsterers,furniture,,,55.9570568,-3.1702999
JP Camera Repair Co.,electronics,,,55.9570729,-3.1701965
JR Drever,jewelry,,,55.9570994,-3.1700141
KB Stores,newsagent,,,55.9571562,-3.1680789
Scott Parker Studio,photo,,,55.9571847,-3.1688131
Twyford Bathroom Showroom,bathroom_furnishing,,,55.9572544,-3.1705866
Abbeyhill Electrical Services,electronics,,,55.9573752,-3.1706822
Beauty Works Scotland,hairdresser,,,55.9573841,-3.1707837
Best Little Hair House,hairdresser,,,55.9574217,-3.1712120
CableCom Group,electronics,,,55.9555855,-3.1701390
Changes,hairdresser,,,55.9574432,-3.1714567
Edinburgh Dry Cleaners,dry_cleaning,,,55.9574326,-3.1713356
Feel Beauty,beauty,,,55.9574512,-3.1715478
Precision Hairdressing,hairdresser,,,55.9573416,-3.1702991
Rock'n'Roll Tattoos,tattoo,,,55.9573940,-3.1708964
Sports Portraits,photo,,,55.9574842,-3.1719227
Ya African Salon,hairdresser,,,55.9573696,-3.1706185
Greenend Motors,car_repair,,,55.9563298,-3.1629430
Ashley Ann Kitchen and Bedroom,interior_decoration,,,55.9557230,-3.1588281
Boots Opticians,optician,,,55.9557680,-3.1593656
Stonecraft,interior_decoration,,,55.9560618,-3.1614525
Global Fruits & Vegetables,greengrocer,,,55.9408023,-3.2037855
Snowvolution Ltd,sports,,,55.9448759,-3.2517838
Bees 2 Honey,convenience,,,55.9513857,-3.2047777
Save the Children,charity,,,55.9555631,-3.1889316
Vaporized,e-cigarette,,,55.9496660,-3.2097033
Carphone Warehouse,mobile_phone,,,55.9564337,-3.1609034
Hibernian FC Club Store,sports,,,55.9625039,-3.1660484
Hibernian FC Ticket Office,sports,,,55.9620137,-3.1667031
Hair By Lynda Miller,hairdresser,,,55.9745218,-3.1853521
Day Today express,convenience,,,55.9113933,-3.2228147
Naturalaser,beauty,,,55.9771899,-3.1973697
Bryton Travel,travel_agency,,,55.9377314,-3.2165867
DJK Lettings,estate_agent,,,55.9390294,-3.2199323
Hair Lounge,hairdresser,,,55.9376880,-3.2169661
Home at Six,interior_decoration,,,55.9376921,-3.2166768
Premier,convenience,,,55.9390838,-3.2199719
Glamour,beauty,,,55.9398390,-3.2115237
Cancer Research,charity,,,55.9424014,-3.2037911
Ladbrokes,bookmaker,,,55.9424877,-3.2037768
Bensons,bed,,,55.9362012,-3.2414770
Kleofas,convenience,,,55.9367201,-3.2390018
Poundstretcher,variety_store,,,55.9369193,-3.2359580
20:20 Opticians,optician,,,55.9366414,-3.2395820
Building Centre,hardware,,,55.9319275,-3.2496928
First News,newsagent,,,55.9314726,-3.2519794
HSS Hire,hardware,,,55.9320810,-3.2491918
McDowell,florist,,,55.9313365,-3.2523945
The Paint Shed,paint,,,55.9271200,-3.2447896
Ade Blessing Salon,hairdresser,,,55.9448675,-3.2174791
BMG Office Equipment,stationery,,,55.9426840,-3.2210587
Bazyliszek,deli,,,55.9424570,-3.2214498
British Heart Foundation,charity,,,55.9435521,-3.2199780
Cairney,hardware,,,55.9451500,-3.2180286
De Africa,yes,,,55.9424816,-3.2214094
Dr Vapor,e-cigarette,,,55.9443349,-3.2182632
First Class,yes,,,55.9426579,-3.2211105
Home Ware,hardware,,,55.9449332,-3.2178328
Jubilant Mart,convenience,,,55.9424127,-3.2215364
Myles,hairdresser,,,55.9442454,-3.2183400
Orchid,beauty,,,55.9422094,-3.2218371
Paradise,yes,,,55.9426364,-3.2211499
Passion Hut,convenience,,,55.9442786,-3.2183089
Taste of Europe,convenience,,,55.9435185,-3.2200783
Repair Centre,computer;mobile_phone,,,55.9422390,-3.2217902
The Jewellers,jewelry,,,55.9447944,-3.2179355
The No 1 Bead Shop,fabric,,,55.9447607,-3.2179562
floxzee,hairdresser,,,55.9423680,-3.2215995
The Edinburgh Piano Company,musical_instrument,,,55.9495565,-3.1003694
Graham Fraser,hairdresser,Mo-We 9:30-17:30;Th 9:30-18:00;Fr 9:30-17:30;Sa 9:00-16:00,,55.9270264,-3.2098732
Solution,hairdresser,,,55.9270344,-3.2097251
Intelligent Hair Growth,beauty,,,55.9320421,-3.2093126
Hua Xing Chinese Supermarket,supermarket,,,55.9337495,-3.1784017
Hua Xing Fruit and Veg Supermarket,greengrocer,,,55.9336951,-3.1783598
Brakesafe Garage,car_repair,,,55.9319190,-3.1778690
Chinese Laundry Co.,laundry,,,55.9338831,-3.1792036
Gilhooley Plumbing and Heating,trade,,,55.9338934,-3.1791716
Michael Paxton Lighting,interior_decoration,,,55.9338471,-3.1793157
The Grange Dry Cleaners,dry_cleaning,,,55.9338630,-3.1792662
Anteaques,antiques,,,55.9424439,-3.1826762
Gillespie Convenience Store,convenience,,,55.9408153,-3.2037763
Bethany,charity,Mo-Sa 09:30-17:00; Tu 10:00-17:00,,55.9303242,-3.2095575
British Red Cross,charity,,,55.9301710,-3.2095367
Cancer Research UK,charity,,,55.9304867,-3.2095939
Goodfellow & Steven,bakery,,,55.9277224,-3.2095761
Growler Beers,alcohol,"Mo-Tu 12:00-21:00, We 12:00-22:00, Th-Sa 10:00-22:00, Su 12:00-20:00",,55.9278510,-3.2091751
Morningside Mini Mart,convenience,,,55.9325276,-3.2102270
Vision Express,optician,,,55.9295307,-3.2094249
Wilkies,clothes,,,55.9305508,-3.2096039
age scotland,charity,,,55.9295891,-3.2094299
Bayne's,bakery,,,55.9530706,-3.1144267
Findlay's,butcher,,,55.9537968,-3.1155775
London Road Mini-market,convenience,,,55.9577193,-3.1718560
Top Hat,clothes,,,55.9517355,-3.1098552
Farmer Autocare,car_repair,,,55.9344118,-3.1945240
Best-One,convenience,,,55.9692433,-3.1840840
Amor - Hairdresser/Fryzjer,hairdresser,,,55.9692032,-3.1842294
Auto Windscreens,car_repair,,,55.9298069,-3.2976579
Breadwinner Bakery,bakery,,,55.9295883,-3.2975758
ECS Express,car_repair,,,55.9292701,-3.2974562
GSM Gyle,car_repair,,,55.9293442,-3.2965237
Halfords Autocentre,car_repair,,,55.9299107,-3.2976969
Parts Center,car_parts,,,55.9291553,-3.2974130
The Wheel Specialist,car_repair,,,55.9294756,-3.2975334
Aga Edinburgh,kitchen,,,55.9514912,-3.2120628
Boyd Property,estate_agent,,,55.9509847,-3.2104652
J. Sives Surfacing Ltd.,trade,,,55.9278180,-3.1829744
Edinburgh Harley Davidson,motorcycle,,,55.9247810,-3.1773325
Dog Aid Society of Scotland,pet,,,55.9262856,-3.1859176
Blackford Motor Engineers,car_repair,,,55.9268661,-3.1891903
,newsagent,,,55.9521698,-3.1365631
Best One,convenience,,,55.9302264,-3.2676609
Novella,beauty,,,55.9425626,-3.2948942
Earthy,greengrocer,,,55.9513297,-3.1130446
,newsagent,,,55.9521841,-3.1125140
F-Tailor Design,tailor,,,55.9621216,-3.1964164
Hershaws,hairdresser,,,55.9621434,-3.1964735
Joyce's Cake Shop,confectionery,,,55.9622293,-3.1966995
William Hill,bookmaker,,,55.9622979,-3.1968797
Go Outdoors,outdoor,,,55.9827821,-3.2261927
Poundstretcher Extra,variety_store,,,55.9832517,-3.2260143
Larry's Barber Shop,hairdresser,,no,55.9590155,-3.1828096
P Campbell,butcher,,,55.9227407,-3.2868053
Sighthill General Store,convenience,,,55.9224072,-3.2867837
,kiosk,,,55.9508813,-3.1916235
Parkhead Bakers,bakery,,,55.9240121,-3.2767704
Alana's Hair & Beauty,hairdresser,,,55.9359999,-3.2792498
Buzz,hairdresser,,,55.9361687,-3.2787281
Dianward,hairdresser,,,55.9363882,-3.2788186
Footcare,chiropodist,,,55.9361813,-3.2793567
Ladbrokes,bookmaker,,,55.9365038,-3.2788804
MHI,newsagent,,,55.9360780,-3.2792958
William Hill,bookmaker,,,55.9363333,-3.2787824
Ali's Cave,variety_store,,,55.9453782,-3.2050231
William Hill,bookmaker,,,55.9451624,-3.2049511
Football Nation,sports,,,55.9453974,-3.2056763
National Tyres and Autocare,car_repair,,,55.9437298,-3.1174817
Omni Furnishing,furniture,,,55.9436521,-3.1181338
Holster,furniture,,,55.9619980,-3.1696966
Arnold Clark Fiat,car,,,55.9685722,-3.1434457
Arnold Clark Motorstore,car,,,55.9618361,-3.1280957
Arnold Clark Renault/Dacia,car,,,55.9627644,-3.1274470
Arnold Clark Skoda,car,,,55.9607870,-3.1253192
Citroen Edinburgh,car,,,55.9603097,-3.1245735
Direct Flooring,trade,,,55.9653651,-3.1325226
Economy Drive Cars,car,,,55.9598493,-3.1256101
HSS Hire,equipment_hire,,,55.9645906,-3.1319702
Halfords,car_parts,,,55.9649690,-3.1321686
Hilti,equipment_hire,,,55.9652672,-3.1323709
Hyundai,car,,,55.9622404,-3.1272530
Kia Motors,car,,,55.9687070,-3.1438403
MS Saleem,newsagent,,,55.9579000,-3.1225946
MS Supplies,trade,,,55.9656813,-3.1330122
Peter Vardy BMW,car,,,55.9595237,-3.1236270
Peter Vardy Mini,car,,,55.9604670,-3.1233262
Peter Vardy Vauxhall,car,,,55.9631650,-3.1279552
Peter Vardy,car,,,55.9637153,-3.1286106
Peugeot,car,,,55.9610285,-3.1256536
Rembrand,trade,,,55.9644140,-3.1318775
Thistle Autos,car_repair,,,55.9593298,-3.1249681
Tool Station,hardware,,,55.9647845,-3.1320719
Topps Tiles,hardware,,,55.9655019,-3.1327343
Waggy Tails,pet,,,55.9693030,-3.1446061
Capital Autos,car_repair,,,55.9331588,-3.2352076
W.D. JOHNSTONE,convenience,Mo-Su 08:00-20:00,,55.9775857,-3.1988278
Toccata Hair & Beauty,hairdresser,Tu-We 10:00-17:00;Th 10:00-21:00; Fr 10:00-19:00; Sa 09:00-14:00,,55.9775512,-3.1977499
Trinity Garage,car_repair,,,55.9796074,-3.2076746
Yuu Beauty,beauty,,,55.9769190,-3.1972663
Diana Alteration,tailor,,,55.9208194,-3.2121972
Morningside School of Music,music,,,55.9208613,-3.2121735
One36 computing,computer,,,55.9209027,-3.2121502
Ten Hair & Beauty,hairdresser,,,55.9241077,-3.2363926
Charlies Barbers,hairdresser,,,55.9224124,-3.2496996
Designer Bridal,boutique,,,55.9370086,-3.2366871
Sugardaddy's,bakery,,,55.9622681,-3.1967802
Hog's Head Music,music,,,55.9399243,-3.1804596
,vacant,,,55.9488137,-3.1870914
Invereleith House,art,As per garden,,55.9650111,-3.2101384
Nordic,clothes,,,55.9803301,-3.2227788
Maid of the Forth,gift,,,55.9905855,-3.3854130
Citroen Service MOT Centre,car_repair,,,55.9651455,-3.1774714
The Corner Store,newsagent,,,55.9646456,-3.1814849
Iain Cameron Motor Engineer,car_repair,,,55.9647482,-3.1783756
Rhubaba,art,,,55.9649896,-3.1777782
Wilkinson Tool and Machinery Centre,trade,,,55.9648525,-3.1780168
Bayne's,bakery,,,55.9672435,-3.2457527
Day Today,convenience,,,55.9670006,-3.2440905
Farmfoods,supermarket,,,55.9673627,-3.2446356
McColl's,convenience,,,55.9672685,-3.2455189
Top Cellar,alcohol,,,55.9672301,-3.2458786
Co-operative Food,convenience,Mo-Su 07:00-22:00,,55.9458272,-3.2086099
L'Amour,gift,"Mo-Fr 08:00-18:00, Sa 10:00-17:00",,55.9456677,-3.2096367
Le Me,dry_cleaning,,,55.9460199,-3.2127431
Paterson SA,hairdresser,,,55.9455935,-3.2050700
Welby & Wright,tiles,,,55.9456392,-3.2093870
Apple,hairdresser,,,55.9779501,-3.1804290
Bee & Q,hardware,,,55.9789429,-3.1844487
Best One,convenience,,,55.9780636,-3.1806794
Image Printers,copyshop,,,55.9789429,-3.1842912
Reinkarnation,computer,,,55.9779821,-3.1804782
The Geology Shop,map;gift,Mo-Fr 09:00-12:30; Mo-Fr 13:30-17:00,,55.9244073,-3.1793360
Kodak Express,photo,,,55.9400607,-3.1805793
LIDL,supermarket,Mo-Sa 08:00-21:00; Su 08:00-20:00,,55.9152198,-3.2842269
Stokrotka,convenience,,,55.9141275,-3.2854540
Best One,convenience,,,55.9118983,-3.2765725
Buyrite Bathrooms,bathroom,,,55.9315556,-3.2546815
Fire Group,fireplace,,,55.9296077,-3.2552875
Saughton Mill Carpets,carpet,,,55.9285603,-3.2560917
Italian Style,tailor,,,55.9412324,-3.2032823
The Life Room Studio Gallery,art,,,55.9570925,-3.1989078
The Photography Gallery,art,,,55.9570714,-3.1989025
New Town Therapy,massage,,,55.9574108,-3.1990728
Epitome,clothes,,,55.9575226,-3.1991170
Bryce McKenzie Decoration,furniture,,,55.9575009,-3.1991076
Colours Gallery,art,,,55.9576578,-3.1991895
Archipelago Artisan Bakery,bakery,,,55.9576090,-3.1991586
Keen Cost newsagent and grocer,convenience,,,55.9580429,-3.1994188
Arusha Gallery,yes,,,55.9565414,-3.1985833
Gallery Seventeen,art,,,55.9566457,-3.1986369
Rachel Scott Accessories,boutique,,,55.9575710,-3.1997256
Sharps,furniture,Mo-Sa 09:30-17:30; Su 11:00-17:00,,55.9324293,-3.2098178
Time & Tide,furniture,,,55.9322477,-3.2094671
James Erskine,furniture,,,55.9320268,-3.2095576
786,greengrocer,,,55.9425087,-3.2014531
Marie Curie,charity,,,55.9529733,-3.1142848
Edinburgh Bicycle Co-operative,bicycle,,,55.9621790,-3.1959259
Harlequin Hair Studio,hairdresser,,,55.9094671,-3.2331645
Fabric Focus,fabric,,,55.9651000,-3.1901531
SimplyFixIt,computer,,,55.9425008,-3.2953228
Medusa,hairdresser,,,55.9474602,-3.1951142
Thorntons,confectionery,,,55.9520702,-3.1995149
The Shore Barbers,hairdresser,,,55.9760852,-3.1693652
KMK,hairdresser,,,55.9789191,-3.1869419
Rodney Street Barbers,hairdresser,,,55.9619692,-3.1953879
Bob's Fish,seafood,,,55.9620189,-3.1955398
Loulabelle's Beauty,beauty,,,55.9619812,-3.1954252
M&A Store,convenience,,,55.9619215,-3.1918607
Snow Sport Services,sports,,,55.9619090,-3.1951987
Bagel Factory,kiosk,,,55.9520651,-3.1892117
Millie's Cookies,kiosk,,,55.9519756,-3.1891705
Nero Express,kiosk,,,55.9519322,-3.1891463
Craigdon Mountain Sports,outdoor,Mo-Su 09:00-18:00; Th-Fr 09:00-20:00,,55.8972135,-3.2041794
Avalanche Records,music,,,55.9501971,-3.1840761
Aydin's,hairdresser,,,55.9429335,-3.2863223
Blondie Kerr,hairdresser,,,55.9429303,-3.2862590
Cancer Research,charity,,,55.9427744,-3.2836734
Capability Scotland,charity,,,55.9429614,-3.2867691
D&S McLean,newsagent,,,55.9404901,-3.2836571
Edinburgh Hearing Practice,hearing_aids,,,55.9429271,-3.2861957
Laurence Granger,hairdresser,,,55.9430180,-3.2894745
Marie Curie,charity,,,55.9424387,-3.2804990
Nikki's Fleurs,florist,,,55.9427510,-3.2833050
Sher,hairdresser,,,55.9429247,-3.2807953
The Bethany Shop,charity,,,55.9429024,-3.2822183
WT Dunbar & Sons,funeral_directors,,,55.9430099,-3.2896518
White Hollow,beauty,,,55.9423930,-3.2800896
guitar guitar,musical_instrument,,,55.9428269,-3.2907254
,gift,,,55.9430254,-3.2894203
thebeautyworks,beauty,,,55.9427805,-3.2837698
A Touch of Silk,hairdresser,,,55.9379664,-3.2311786
Autology,car_repair,,,55.9357457,-3.2429063
Better Bathrooms,bathroom,,,55.9351458,-3.2436762
Beut,hairdresser,,,55.9381007,-3.2308472
Chinese Mini Market,convenience,,,55.9371640,-3.2358915
Continental Food,convenience,,,55.9365361,-3.2403556
Fireside,fireplace,,,55.9371049,-3.2361774
Gorgie Laundrette,laundry,,,55.9381288,-3.2307470
Hospices of Hope,charity,,,55.9372246,-3.2355468
,newsagent,,,55.9388761,-3.2287720
Laundrette & Dry Cleaners,laundry,,,55.9377789,-3.2332329
McRae of Gorgie,frame,"Mo-Tu 10:00-17:00, We 10:00-13:00, Th-Fr 10:00-17:00, Sa 10:00-13:00",,55.9379418,-3.2312476
Plumb Centre,hardware,,,55.9355099,-3.2426706
Raman Halal,convenience,,,55.9368878,-3.2361481
Salvation Army,charity,,,55.9373234,-3.2351414
Your Move,estate_agent,,,55.9372814,-3.2342680
20 20 opticians,optician,,,55.9378912,-3.2314451
McGills,hairdresser,,,55.9434314,-3.2033470
electron wheels,bicycle,,,55.9438392,-3.2029702
Tesco Express,convenience,,,55.8705497,-3.1127145
HPN News Agency,newsagent,,,55.9654963,-3.1631466
Lochend Premier Convenience Store,convenience,,,55.9615343,-3.1583105
Lochend Store,convenience,,,55.9616627,-3.1583845
Medusa,hairdresser,,,55.9457116,-3.1899044
Mov8,estate_agent,,,55.9374050,-3.1782348
Newington Metro,convenience,,,55.9376445,-3.1785050
Signarama,copyshop,,,55.9379369,-3.1787758
Signature,hairdresser,,,55.9433108,-3.1780983
Zen LIfestyle,beauty,,,55.9457875,-3.1897537
Crows Family Bakery,bakery,,,55.9284400,-3.2792074
,convenience,,,55.9283108,-3.2792074
Jonas,convenience,,,55.9394443,-3.1800816
Bonk and Co.,interior_decoration,,,55.9562630,-3.1673069
Ecko Living Solutions,furniture,,,55.9559961,-3.1673055
Ross Electrical/Parker Merchanting,trade,,,55.9563045,-3.1665652
sofa.com,furniture,Mo-Sa 10:00-18:00; Su 11:00-17:00,,55.9368795,-3.1940924
Crystal Chandelier Company,lamps,,,55.9577068,-3.2066953
Elite Nails,beauty,,,55.9579390,-3.2062404
Golden Hare,books,,,55.9579121,-3.2063031
Lillies & Dreams,boutique,,,55.9575585,-3.2069686
Reflect,art,,,55.9576033,-3.2073868
Vox Box,music,,,55.9576867,-3.2072250
Cash Converters,electronics,,,55.9635307,-3.1783918
Clash Hair and Beauty,hairdresser,,,55.9724974,-3.1753150
Crystal Bows Bridal,clothes,,,55.9726536,-3.1755494
Culture Lounge,hairdresser,,,55.9724749,-3.1752694
Estate Hair Salon,hairdresser,,,55.9725791,-3.1754434
Griffen Fitness,sports,,,55.9656998,-3.1764080
In Style,clothes,,,55.9716259,-3.1739729
The Puppet Lab,yes,,,55.9716565,-3.1740323
Leith Walk Barbers Salon,hairdresser,,,55.9655529,-3.1764142
McKenzie and Millar Funeral Directors,funeral_directors,,,55.9717640,-3.1741545
Sound and Vision,electronics,,,55.9654918,-3.1764670
Vaporized,e-cigarette,,,55.9630848,-3.1788818
Garvald - The Mulberry Bush,gift,Mo-Sa 09:30-17:00,,55.9306805,-3.2096358
Haggart Plumbing Limited,charity,,,55.9304399,-3.2095889
Hampton's,hairdresser,Mo 09:00-16:00; Tu 09:00-18:00; Th 09:00-19:30; Fr 09:00-18:00; Sa 09:00-16:30,,55.9306092,-3.2096227
Keith Elgin Motor Engineers,car_repair,,,55.9278990,-3.2058622
Remnant Kings,fabric,,,55.9306508,-3.2096303
A & M Licensed Grocers,newsagent,,,55.9665627,-3.1775474
Canderson's Sweet Shop,confectionery,,,55.9689277,-3.1735266
Carpet Bargain Store,hardware,,,55.9688940,-3.1735510
Rikki's Music Store,music,,,55.9689605,-3.1734879
The Bed Shop,furniture,,,55.9686768,-3.1737516
Amoura Nails and Beauty,beauty,,,55.9713514,-3.1735242
Anderson The Butchers,butcher,,,55.9712083,-3.1733004
Beatrice McShee Hairdresser,hairdresser,,,55.9713599,-3.1736400
British Heart Foundation,charity,,,55.9708627,-3.1727703
Cancer Research UK,charity,,,55.9706806,-3.1724736
Cash Generator,pawnbroker,,,55.9715263,-3.1737740
Junction Food Store,convenience,,,55.9709454,-3.1728796
Just Sew,tailor,,,55.9715929,-3.1739126
Ladbrokes,bookmaker,,,55.9710787,-3.1730723
Leith Barbers,hairdresser,,,55.9705186,-3.1721807
Nazar Deli,deli,,,55.9705469,-3.1722422
Piemaker,bakery,,,55.9713179,-3.1734837
Scissors,hairdresser,,,55.9709703,-3.1729140
Timpsons,craft,,,55.9712491,-3.1733785
Warsaw Polish Shop,convenience,,,55.9711306,-3.1731897
William Hill,bookmaker,,,55.9705809,-3.1722999
Jessops Photo Store,photo,,,55.9372554,-3.2393734
Johnsons,dry_cleaning,,,55.9373178,-3.2394814
Scotbet,bookmaker,,,55.9187660,-3.1386958
Accha Oriental Food Company,supermarket,,,55.9462597,-3.2127694
Bobbie's Bookshop,books,,,55.9462677,-3.2133857
Diamond Barbers,hairdresser,,,55.9462821,-3.2135354
McLaren Ross Hair Studios,hairdresser,,,55.9462672,-3.2132934
Picture Perfect,beauty,,,55.9462593,-3.2129854
Retro,furniture,,,55.9462580,-3.2124667
Secret Beauty Garden,beauty,,,55.9459962,-3.2114915
Special Scotch Whisky,alcohol,,,55.9462688,-3.2134861
TR News,newsagent,,,55.9462567,-3.2123984
Escape Skin Care,beauty,,,55.9458385,-3.2126732
Little Star Gems,gift,,,55.9457266,-3.2125989
One Spa,beauty,,,55.9467797,-3.2085258
Hot Shave Barbers,hairdresser,,,55.9440701,-3.2044559
Indigo Sun,beauty,,,55.9452783,-3.2056302
Pure Nail amd Beauty,beauty,,,55.9451540,-3.2056036
Rocco Hairdressers,hairdresser,,,55.9444059,-3.2057819
Salvation Army,charity,,,55.9444223,-3.2049390
Scotmid Funeral Directors,funeral_directors,,,55.9438565,-3.2073527
Lotus Hair,hairdresser,"Tu 10:00-17:00, We 10:00-18:00, Th 10:00-20:00, Fr 10:00-18:00, Sa 10:00-17:00",,55.9458454,-3.2105172
Hex Electronics,computer,,,55.9434602,-3.2039413
New York Nails,beauty,,,55.9433993,-3.2039453
Newstime,newsagent,,,55.9438555,-3.2067891
Printing.com,copyshop,,,55.9435773,-3.2039540
WT Dunbar Funeral Directors,funeral_directors,,,55.9459957,-3.2058774
W. G. Muirhead,seafood,,,55.9805559,-3.1950410
Bains Bicycles,bicycle,,,55.9802617,-3.1951451
Scribe Tattoo,tattoo,,,55.9471479,-3.2143727
Sainsbury's Local,supermarket,Mo-Su 07:00-23:00,,55.9627397,-3.1793813
Barclays Funeral Directors,funeral_directors,,,55.9728637,-3.1759225
European East Store,convenience,,,55.9734640,-3.1762524
AI Pets,pet,,,55.9731413,-3.1763356
Pet Home,pet,,,55.9731849,-3.1764107
,convenience,,,55.9732449,-3.1764992
Emporium Vapour,e-cigarette,,,55.9733875,-3.1767325
MaDeb African Shop,convenience,,,55.9734715,-3.1768519
Super 5*,boutique,,,55.9734415,-3.1768049
Hair House,hairdresser,,,55.9735271,-3.1769216
Daisy Barber Shop,hairdresser,,,55.9735466,-3.1769525
Flower Fantasy,florist,,,55.9418745,-3.2049939
Mr and Mrs Doom,tattoo,,,55.9419685,-3.2043689
Artis,interior_decoration,,,55.9422498,-3.2037527
Gallery Beadshop,art,,,55.9426384,-3.2043712
Hoochie Coochie,clothes,,,55.9424385,-3.2038005
The Wax Bar,beauty,,,55.9429377,-3.2086367
Claremont Electric Motor Repairs,electronics,,,55.9696040,-3.1762097
Edinburgh Bathroom Company,interior_decoration,,,55.9690892,-3.1828394
Forth Furnishings Ltd,furniture,,,55.9701051,-3.1749086
Harrison Motors,car_repair,,,55.9711240,-3.1752726
Leith Framing Studio,frame,,,55.9697798,-3.1765608
Leith Pram Centre,yes,,,55.9709237,-3.1755237
Patisserie Joldo,bakery,,,55.9705393,-3.1750105
Print Solution Bookbinding by Crawford,copyshop,,,55.9702450,-3.1745733
Shortbread House of Edinburgh,bakery,,,55.9702913,-3.1759723
Spectacles Direct,optician,,,55.9692921,-3.1830602
Yesss Electrical,electronics,,,55.9700521,-3.1763175
Tanz,beauty,,,55.9549108,-3.1447051
Coral,bookmaker,,,55.9056203,-3.2222340
L. S. Hair,hairdresser,,,55.9056322,-3.2221110
Edinburgh Patchwork,fabric,,,55.9615987,-3.1907018
Mandala Flow,yes,,,55.9622990,-3.1961117
Nice Stuff,gift,,,55.9584203,-3.1900908
Farmer Autocare,car_repair,,,55.9432412,-3.0653278
Magnet,furniture,,,55.9430028,-3.0643621
Brotique,gift,,,55.9542027,-3.2014638
Extravaganza,hairdresser,,,55.9433684,-3.2195018
Glencore Mobility,yes,,,55.9434403,-3.2202973
Mind & Body Thai Spa,massage,,,55.9462609,-3.2145066
O2,mobile_phone,,,55.9532308,-3.1905789
Ryman,stationery,,,55.9491633,-3.2100515
Skechers,shoes,,,55.9521682,-3.1968462
TfE Travelshop,travel_agency,,,55.9460021,-3.2185527
Hing Sing,convenience,,,55.9650499,-3.1768651
Mov8,estate_agent,,,55.9659201,-3.1760960
Pilrig Motors,car_parts,,,55.9646791,-3.1771859
Polypak Continental,convenience,,,55.9645264,-3.1773283
Romeo,hairdresser,,,55.9659470,-3.1760720
Dolls House,hairdresser,,,55.9325224,-3.2361538
McGills Bakeries,bakery,,,55.9330324,-3.2353865
Stenhouse Motor Engineers,car_repair,,,55.9277351,-3.2418038
Coulters,estate_agent,,,55.9381205,-3.1945310
Save The Date,cake,,,55.9363231,-3.1940113
Remade in Edinburgh,doityourself,,,55.9482491,-3.1880666
A&R Coachworks,car_repair,,,55.9722852,-3.1856997
Newhaven Licensed Grocer,convenience,,,55.9727096,-3.1876826
Pout,beauty,,,55.9728057,-3.1877792
Bonita Beauty,beauty,,,55.9742322,-3.1873370
Lomi Lomi Massage,massage,,,55.9742472,-3.1872297
One Barbers,hairdresser,,,55.9742637,-3.1871117
Domestic Gas Services,energy,,,55.9744603,-3.1862587
Computer & Mobile Service Centre,computer,,,55.9744896,-3.1862909
Gadget Workshop,computer,,,55.9745353,-3.1852583
Premier,convenience,,,55.9745459,-3.1851671
1 DJ Academy,music,,,55.9742727,-3.1870473
Howard-Johnston Cars,car,,,55.9746104,-3.1847406
DS Hair,hairdresser,,,55.9745924,-3.1849042
Howard-Johnston Cars,car,,,55.9748115,-3.1834183
William Sinclair & Son Bagpipe Makers,musical_instrument,,,55.9751252,-3.1815649
Sections,hairdresser,,,55.9750907,-3.1801916
William Purves Funeral Directors,funeral_directors,,,55.9752437,-3.1805376
Braw Dugs,pet,,,55.9751177,-3.1800628
Tailor,tailor,,,55.9751612,-3.1797463
KC's Krafty Gifts,gift,,,55.9751747,-3.1796551
Bomar Carpets & Blinds,carpet,,,55.9751942,-3.1795291
C.M. Marr Picture Framer,frame,,,55.9752242,-3.1793413
J D Salon,hairdresser,,,55.9223451,-3.2116981
Callanetics Studio,yes,,,55.9223633,-3.2115924
Braidburn Launderette,laundry,"Mo-Fr 08:00-17:00, Sa 08:00-15:00",,55.9216363,-3.2112916
Farmer,car_repair,,,55.9571464,-3.2476398
St Columba's Hospice,charity,,,55.9441804,-3.2184564
Duddingston Store,convenience,,,55.9471034,-3.1306582
